1 1 0 0 0 1 0 1 2 1 0 1 0 0 1 1 1 0 0 189 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 60 1 60 2 252 60 60 60 60 1 1 60 1 60 2 60 60 60 131 131 1 131 131 1 1
1 1 0 1 0 1 0 2 0 0 252 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 60 60 1 60 1 60 1 131 1 1 1 60 60 60 60 60 60 1 60 1 2 1 131 131 252 131 1 1
1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 60 1 60 60 60 1 131 131 1 60 60 1 2 1 1 60 1 60 1 131 1 131 1 1 131 1 1
1 1 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 60 60 60 1 1 1 131 131 131 131 1 1 60 60 1 131 131 252 131 131 1 131 1 131 131 1 1
1 1 252 0 0 1 2 1 2 1 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 60 60 60 2 131 1 1 131 60 1 1 60 60 131 1 1 1 1 1 131 131 131 131 1 1
1 1 0 0 0 1 0 1 0 0 0 0 2 0 0 0 2 0 252 0 0 1 0 0 0 0 0 2 60 60 252 0 60 2 60 60 1 2 1 131 131 1 131 60 60 60 60 1 131 131 131 131 131 131 131 1 2 2 1 1
1 1 0 1 0 1 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 2 0 0 1 0 1 1 60 1 60 1 1 1 60 1 1 131 1 1 131 1 131 1 1 1 60 1 131 1 1 131 1 1 1 1 131 131 1 1
1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 1 1 2 1 0 0 0 60 1 60 1 60 60 60 1 131 131 131 1 131 1 131 252 131 131 131 131 131 2 131 252 131 131 131 131 131 131 1 1
1 1 2 1 1 1 2 1 1 1 1 2 1 0 0 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 1 1 131 1 131 2 131 131 131 1 131 1 1 1 131 2 131 1 131 1 131 1 1 131 1 1
1 1 0 0 0 1 0 0 0 0 0 252 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 2 1 0 0 0 131 131 1 131 1 1 131 1 1 131 2 131 131 131 1 131 1 131 131 131 131 131 131 1 1
1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 0 1 0 131 131 252 131 2 131 131 131 1 131 1 131 1 1 1 131 131 131 1 1 131 1 131 1 1
1 1 0 0 0 0 0 1 0 1 0 0 1 1 1 0 2 0 0 0 0 0 1 1 0 2 0 1 0 1 0 1 0 1 0 1 1 0 1 1 131 1 131 131 131 1 131 131 131 131 131 1 131 1 1 131 131 252 1 1
1 1 2 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 131 1 2 1 1 1 131 1 1 131 1 1 131 131 131 131 1 131 1 1
1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 131 131 131 1 131 1 131 131 131 131 131 1 131 1 1 131 1 1
1 1 0 0 0 0 0 252 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 252 0 0 0 0 0 1 0 2 131 131 131 1 131 131 131 131 131 131 131 252 131 131 131 131 131 53 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
