45,45,76,76,76,76,76,56,76,45,45,76,45,76,45,45,45,76,45,45,45,76,76,45,76,45,76,76,76,45,76,76,76,76,76,76,45,76,76,76,76,45,76,76,76,76,45,76,76,45,45,76,76,45,76,76,45,45,45,45
45,45,76,45,45,45,76,76,76,45,76,76,76,76,76,76,45,76,76,76,45,76,76,76,76,45,45,45,76,45,76,45,45,76,45,45,45,45,60,45,76,45,76,45,76,45,45,76,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,76,76,45,76,76,76,45,45,76,76,76,76,76,45,76,76,76,45,45,45,45,76,76,76,76,76,45,76,76,76,76,76,76,76,45,76,76,76,76,76,76,45,76,45,76,45,45,45,76,76,45,76,76,45,45
45,45,45,45,76,76,76,45,45,45,76,76,45,76,45,45,46,45,45,76,76,76,76,45,76,76,76,76,45,76,76,76,76,45,76,76,76,76,76,76,76,45,76,45,45,76,76,76,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,45,76,76,76,45,76,76,76,76,76,76,76,76,76,76,45,45,76,45,76,76,76,76,45,45,76,76,76,45,76,45,45,76,45,76,76,76,76,76,45,76,45,76,76,45,45,76,76,76,76,76,45,45,45,45
45,45,46,45,46,45,76,46,76,76,76,45,76,76,45,45,76,76,76,76,76,45,76,76,76,76,45,76,76,45,45,76,45,45,76,76,45,76,45,76,76,76,76,76,76,76,45,76,76,76,46,76,76,76,76,76,76,76,45,45
45,45,76,76,76,45,76,45,45,76,45,45,45,76,76,76,76,45,45,45,76,76,76,76,76,45,45,45,76,45,76,76,76,76,76,76,45,76,76,76,45,76,45,76,76,76,45,45,76,76,45,45,45,76,76,45,76,76,45,45
45,45,76,45,76,76,76,45,76,76,76,76,76,76,76,76,76,76,45,76,76,76,45,45,76,76,76,76,76,45,76,76,76,45,76,45,45,45,76,45,45,76,45,45,45,76,76,76,76,76,46,73,73,73,73,73,73,73,45,45
45,45,76,45,45,76,45,45,76,76,45,76,76,76,45,76,76,76,76,76,45,76,76,45,76,76,76,76,45,45,45,76,76,45,76,76,76,76,76,76,76,76,76,76,76,76,45,76,76,45,45,76,76,45,73,76,45,45,45,45
45,45,76,76,76,76,76,76,76,45,45,76,45,45,45,45,76,76,45,45,45,76,76,76,76,45,76,76,76,76,76,76,76,45,45,76,45,45,76,45,45,45,76,45,45,76,45,76,76,76,46,76,73,73,76,76,76,76,45,45
45,45,46,45,45,45,76,76,76,76,45,76,76,45,76,76,76,76,76,76,76,76,45,76,45,45,45,76,76,45,76,45,76,76,76,76,45,76,76,76,76,76,76,76,45,76,45,76,45,76,45,45,45,76,76,76,76,76,45,45
45,45,76,76,76,45,76,76,45,76,45,45,76,76,76,76,45,76,45,76,76,76,45,76,76,76,76,76,76,45,76,45,45,76,76,76,45,76,76,76,45,76,76,76,45,76,76,76,45,76,73,76,45,76,76,76,76,76,45,45
45,45,76,76,76,45,76,45,45,76,76,76,76,76,45,76,45,76,45,76,45,45,45,76,76,76,76,45,76,76,76,76,76,76,76,76,45,45,76,76,45,76,76,45,45,76,45,76,45,76,45,76,76,76,45,76,45,45,45,45
45,45,76,76,76,46,76,76,76,76,45,59,76,76,45,76,76,76,45,76,76,76,76,76,45,76,76,45,76,76,76,76,76,76,45,76,76,76,76,76,45,76,76,76,76,76,45,76,76,76,45,76,76,76,45,76,76,76,45,45
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
